po_1,po_2,export_country,import_country,prod_cat,mode,ori_port,dest_port,size,carrier,vessel,container_no,etd,eta,atd,ata,date,year,month,day,wday,month_sn,day_sn,request_date,confirm_date,pickup_date,empty_arrival_date,arrival_time,loading_date,gatein_date
4512885332,4512885333,PH,AU,Feminine Care,SEA,MICP,SYDNEY,20',MAERSK,SONGA NUERNBERG,HASU1418347,2018-12-14 00:00:00,2019-01-04 00:00:00,2018-12-14 00:00:00,2019-01-04 00:00:00,2018-12-03 00:00:00,2018,,3,0,201812,2,2018-11-27 00:00:00,2018-11-29 00:00:00,2018-12-03 00:00:00,2018-12-04 00:00:00,1900-01-01 20:52:00,2018-12-05 00:00:00,2018-12-05 00:00:00
4512867575,4512867577,PH,ID,Feminine Care,SEA,MICP,CIKARANG,40',EVERGREEN,EVER BONNY,EGHU1029660,2018-12-22 00:00:00,2019-01-06 00:00:00,2018-12-22 00:00:00,2019-01-04 00:00:00,2018-12-01 00:00:00,2018,5.0,1,5,201812,0,2018-11-21 00:00:00,2018-11-29 00:00:00,2018-12-01 00:00:00,2018-12-03 00:00:00,1900-01-01 04:27:00,2018-12-03 00:00:00,2018-12-03 00:00:00
4512867317,4512865996,PH,ID,Feminine Care,SEA,MICP,CIKARANG,20',EVERGREEN,EVER BONNY,EGHU3604347,2018-12-22 00:00:00,2019-01-06 00:00:00,2018-12-22 00:00:00,2019-01-04 00:00:00,2018-12-01 00:00:00,2018,5.0,1,5,201812,0,2018-11-21 00:00:00,2018-11-29 00:00:00,2018-12-01 00:00:00,2018-12-03 00:00:00,1900-01-01 04:48:00,2018-12-03 00:00:00,2018-12-03 00:00:00
4512884724,4512881164,PH,ID,Feminine Care,SEA,MICP,CIKARANG,20',ONE,CALICANTO BRIDGE,TRHU2167043,2019-01-13 00:00:00,2019-01-27 00:00:00,2019-01-16 00:00:00,2019-01-27 00:00:00,2018-12-20 00:00:00,2018,3.0,20,3,201812,19,2018-11-27 00:00:00,2018-12-20 00:00:00,,2019-01-03 00:00:00,1900-01-01 12:31:00,2019-01-03 00:00:00,2019-01-04 00:00:00
4512906094,4512906109,PH,AU,Fabric Care,SEA,MICP,SYDNEY,20',EVERGREEN,EVER UNITED,EGHU3303045,2018-12-27 00:00:00,2019-01-17 00:00:00,2018-12-29 00:00:00,2019-01-17 00:00:00,2018-12-12 00:00:00,2018,2.0,12,2,201812,11,2018-12-05 00:00:00,2018-12-07 00:00:00,2018-12-12 00:00:00,2018-12-13 00:00:00,1900-01-01 15:13:00,2018-12-14 00:00:00,2018-12-15 00:00:00
4512903356,4512903594,PH,SG,Feminine Care,SEA,MICP,SINGAPORE,20',ONE,CALICANTO BRIDGE,TRHU3783859,2018-12-27 00:00:00,2019-01-04 00:00:00,2018-12-28 00:00:00,2019-01-04 00:00:00,2018-12-18 00:00:00,2018,1.0,18,1,201812,17,2018-12-05 00:00:00,2018-12-07 00:00:00,2018-12-18 00:00:00,2018-12-19 00:00:00,1900-01-01 03:08:00,2018-12-19 00:00:00,2018-12-20 00:00:00
4512907920,4512907738,PH,MY,Feminine Care,SEA,MICP,PORT KLANG,40',ONE,CALICANTO BRIDGE,FCIU7169902,2018-12-28 00:00:00,2019-01-08 00:00:00,2018-12-28 00:00:00,2019-01-08 00:00:00,2018-12-05 00:00:00,2018,2.0,5,2,201812,4,2018-12-05 00:00:00,2018-12-05 00:00:00,,2018-12-19 00:00:00,1900-01-01 20:37:00,2018-12-20 00:00:00,2018-12-21 00:00:00
4512907922,4512907309,PH,MY,Feminine Care,SEA,MICP,PORT KLANG,20',ONE,CALICANTO BRIDGE,TEMU5359241,2018-12-28 00:00:00,2019-01-08 00:00:00,2018-12-28 00:00:00,2019-01-08 00:00:00,2018-12-19 00:00:00,2018,2.0,19,2,201812,18,2018-12-05 00:00:00,2018-12-05 00:00:00,2018-12-19 00:00:00,2018-12-19 00:00:00,1900-01-01 21:47:00,2018-12-20 00:00:00,2018-12-21 00:00:00
4512904485,4512905254,PH,ID,Feminine Care,SEA,MICP,CIKARANG,40',ONE,CALICANTO BRIDGE,DRYU6086386,2019-01-13 00:00:00,2019-01-27 00:00:00,2019-01-16 00:00:00,2019-01-27 00:00:00,2018-12-26 00:00:00,2018,2.0,26,2,201812,25,2018-12-05 00:00:00,2018-12-20 00:00:00,2018-12-26 00:00:00,2018-12-27 00:00:00,1900-01-01 03:35:00,2018-12-27 00:00:00,2018-12-28 00:00:00
4512904487,4512905092,PH,ID,Feminine Care,SEA,MICP,CIKARANG,20',ONE,CALICANTO BRIDGE,NYKU3907376,2019-01-13 00:00:00,2019-01-27 00:00:00,2019-01-16 00:00:00,2019-01-27 00:00:00,2018-12-26 00:00:00,2018,2.0,26,2,201812,25,2018-12-05 00:00:00,2018-12-20 00:00:00,2018-12-26 00:00:00,2018-12-27 00:00:00,1900-01-01 03:40:00,2018-12-27 00:00:00,2018-12-28 00:00:00
4512904489,4512904960,PH,ID,Feminine Care,SEA,MICP,CIKARANG,40',ONE,CALICANTO BRIDGE,FDCU0496626,2019-01-13 00:00:00,2019-01-27 00:00:00,2019-01-16 00:00:00,2019-01-27 00:00:00,2018-12-26 00:00:00,2018,2.0,26,2,201812,25,2018-12-05 00:00:00,2018-12-20 00:00:00,2018-12-26 00:00:00,2018-12-27 00:00:00,1900-01-01 04:34:00,2018-12-27 00:00:00,2018-12-28 00:00:00
4512839712,HC-NOV18-WSN-PH1,PH,LK,Feminine Care,SEA,MICP,COLOMBO,40',ONE,ACX CRYSTAL,TCLU8450321,2018-12-31 00:00:00,2019-01-15 00:00:00,2019-01-04 00:00:00,2019-01-14 00:00:00,2018-12-11 00:00:00,2018,1.0,11,1,201812,10,2018-12-10 00:00:00,2018-12-11 00:00:00,,2018-12-21 00:00:00,1900-01-01 14:24:00,2018-12-21 00:00:00,2018-12-22 00:00:00
4512839714,HC-NOV18-WSN-PH2,PH,LK,Feminine Care,SEA,MICP,COLOMBO,40',ONE,ACX CRYSTAL,TCNU2114646,2018-12-31 00:00:00,2019-01-15 00:00:00,2019-01-04 00:00:00,2019-01-14 00:00:00,2018-12-11 00:00:00,2018,1.0,11,1,201812,10,2018-12-10 00:00:00,2018-12-11 00:00:00,,2018-12-22 00:00:00,1900-01-01 16:30:00,2018-12-22 00:00:00,2018-12-24 00:00:00
4512839716,HC-NOV18-WSN-PH3,PH,LK,Feminine Care,SEA,MICP,COLOMBO,40',ONE,ACX CRYSTAL,TCNU3357701,2018-12-31 00:00:00,2019-01-15 00:00:00,2019-01-04 00:00:00,2019-01-14 00:00:00,2018-12-11 00:00:00,2018,1.0,11,1,201812,10,2018-12-10 00:00:00,2018-12-11 00:00:00,,2018-12-22 00:00:00,1900-01-01 00:12:00,2018-12-22 00:00:00,2018-12-23 00:00:00
4512839718,HC-NOV18-WSN-PH4,PH,LK,Feminine Care,SEA,MICP,COLOMBO,40',ONE,ACX CRYSTAL,TCLU7825254,2018-12-31 00:00:00,2019-01-15 00:00:00,2019-01-04 00:00:00,2019-01-14 00:00:00,2018-12-11 00:00:00,2018,1.0,11,1,201812,10,2018-12-10 00:00:00,2018-12-11 00:00:00,,2018-12-22 00:00:00,1900-01-01 06:40:00,2018-12-22 00:00:00,2018-12-27 00:00:00
4512839720,HC-NOV18-WSN-PH5,PH,LK,Feminine Care,SEA,MICP,COLOMBO,20',ONE,ACX CRYSTAL,NYKU3792301,2018-12-31 00:00:00,2019-01-15 00:00:00,2019-01-04 00:00:00,2019-01-14 00:00:00,2018-12-11 00:00:00,2018,1.0,11,1,201812,10,2018-12-10 00:00:00,2018-12-11 00:00:00,,2018-12-22 00:00:00,1900-01-01 06:22:00,2018-12-22 00:00:00,2018-12-28 00:00:00
4512839722,HC-NOV18-WSN-PH6,PH,LK,Feminine Care,SEA,MICP,COLOMBO,40',ONE,ACX CRYSTAL,DRYU9974539,2018-12-31 00:00:00,2019-01-15 00:00:00,2019-01-04 00:00:00,2019-01-14 00:00:00,2018-12-11 00:00:00,2018,1.0,11,1,201812,10,2018-12-10 00:00:00,2018-12-11 00:00:00,,2018-12-27 00:00:00,1900-01-01 17:18:00,2018-12-27 00:00:00,2018-12-28 00:00:00
4512920862,4512900302,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',EVERGREEN,EVER BREED,EITU1028198,2019-01-06 00:00:00,2019-01-09 00:00:00,2019-01-06 00:00:00,2019-01-09 00:00:00,2018-12-11 00:00:00,2018,1.0,11,1,201812,10,2018-12-11 00:00:00,2018-12-11 00:00:00,,2018-12-28 00:00:00,1900-01-01 09:08:00,2018-12-28 00:00:00,2018-12-29 00:00:00
4512920867,4512920398,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',EVERGREEN,EVER BREED,EITU1541277,2019-01-06 00:00:00,2019-01-09 00:00:00,2019-01-06 00:00:00,2019-01-09 00:00:00,2018-12-11 00:00:00,2018,1.0,11,1,201812,10,2018-12-11 00:00:00,2018-12-11 00:00:00,,2018-12-28 00:00:00,1900-01-01 08:58:00,2018-12-28 00:00:00,2018-12-30 00:00:00
4512920869,4512920091,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,20',EVERGREEN,EVER BREED,EGHU3490624,2019-01-06 00:00:00,2019-01-09 00:00:00,2019-01-06 00:00:00,2019-01-09 00:00:00,2018-12-27 00:00:00,2018,3.0,27,3,201812,26,2018-12-11 00:00:00,2018-12-11 00:00:00,2018-12-27 00:00:00,2018-12-28 00:00:00,1900-01-01 04:06:00,2018-12-28 00:00:00,2018-12-28 00:00:00
4512929607,4512929203,PH,TH,Feminine Care,SEA,MICP,LAEM CHABANG,20',ONE,CALLAO BRIDGE,TEMU5783769,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-20 00:00:00,2018,3.0,20,3,201812,19,2018-12-13 00:00:00,2018-12-17 00:00:00,2018-12-20 00:00:00,2018-12-21 00:00:00,1900-01-01 04:47:00,2018-12-21 00:00:00,2018-12-22 00:00:00
4512931024,4512930835,PH,MY,Feminine Care,SEA,MICP,PORT KLANG,40',ONE,CALICANTO BRIDGE,TCLU9283358,2018-12-28 00:00:00,2019-01-08 00:00:00,2018-12-28 00:00:00,2019-01-08 00:00:00,2018-12-17 00:00:00,2018,,17,0,201812,16,2018-12-17 00:00:00,2018-12-17 00:00:00,,2018-12-20 00:00:00,1900-01-01 02:28:00,2018-12-20 00:00:00,2018-12-21 00:00:00
4512815752,,PH,SG,Skin & Personal Care,SEA,MICP,SINGAPORE,20',ONE,CALICANTO BRIDGE,TEMU0061845,2018-12-28 00:00:00,2019-01-04 00:00:00,2018-12-28 00:00:00,2019-01-04 00:00:00,2018-12-20 00:00:00,2018,3.0,20,3,201812,19,2018-12-17 00:00:00,2018-12-18 00:00:00,2018-12-20 00:00:00,2018-12-21 00:00:00,1900-01-01 04:14:00,2018-12-21 00:00:00,2018-12-22 00:00:00
4512935918,4512934598,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',ONE,CALLAO BRIDGE,MOTU5814982,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-18 00:00:00,2018,1.0,18,1,201812,17,2018-12-17 00:00:00,2018-12-18 00:00:00,,2018-12-22 00:00:00,1900-01-01 00:43:00,2018-12-22 00:00:00,2018-12-29 00:00:00
4512935920,4512935806,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',ONE,CALLAO BRIDGE,SEGU4235091,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-18 00:00:00,2018,1.0,18,1,201812,17,2018-12-17 00:00:00,2018-12-18 00:00:00,,2018-12-26 00:00:00,1900-01-01 17:57:00,2018-12-26 00:00:00,2018-12-29 00:00:00
4512935922,4512936139,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',ONE,CALLAO BRIDGE,KKFU4235091,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-18 00:00:00,2018,1.0,18,1,201812,17,2018-12-17 00:00:00,2018-12-18 00:00:00,,2018-12-26 00:00:00,1900-01-01 19:33:00,2018-12-26 00:00:00,2018-12-29 00:00:00
4512936078,4512936079,PH,TH,Skin & Personal Care,SEA,MICP,LAEM CHABANG,40',ONE,CALLAO BRIDGE,FDCU0498803,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-18 00:00:00,2018,1.0,18,1,201812,17,2018-12-17 00:00:00,2018-12-18 00:00:00,,2018-12-27 00:00:00,1900-01-01 14:55:00,2018-12-27 00:00:00,2018-12-29 00:00:00
4512936081,4512900372,PH,TH,Skin & Personal Care,SEA,MICP,LAEM CHABANG,40',ONE,CALLAO BRIDGE,KKFU7695675,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-31 00:00:00,2019-01-05 00:00:00,2018-12-18 00:00:00,2018,1.0,18,1,201812,17,2018-12-17 00:00:00,2018-12-18 00:00:00,,2018-12-27 00:00:00,1900-01-01 15:05:00,2018-12-27 00:00:00,2018-12-29 00:00:00
4512887303,4512887304,PH,MM,Feminine Care,SEA,MICP,YANGON,20',ONE,CALICANTO BRIDGE,TCLU3832770,2018-12-28 00:00:00,2019-01-10 00:00:00,2018-12-28 00:00:00,2019-01-10 00:00:00,2018-12-19 00:00:00,2018,2.0,19,2,201812,18,2018-12-03 00:00:00,2018-12-17 00:00:00,2018-12-19 00:00:00,2018-12-19 00:00:00,1900-01-01 21:47:00,2018-12-20 00:00:00,2018-12-21 00:00:00
4512871379,,PH,SG,Skin & Personal Care,SEA,MICP,SINGAPORE,40',ONE,CALICANTO BRIDGE,TCLU8330310,2019-01-16 00:00:00,2019-01-21 00:00:00,2019-01-16 00:00:00,2019-01-21 00:00:00,2019-01-04 00:00:00,2019,4.0,4,4,201901,34,2018-12-20 00:00:00,2018-12-26 00:00:00,2019-01-04 00:00:00,2019-01-05 00:00:00,1900-01-01 05:59:00,2019-01-05 00:00:00,2019-01-06 00:00:00
4512953431,,PH,SG,Skin & Personal Care,SEA,MICP,SINGAPORE,40',ONE,CALICANTO BRIDGE,ONEU0070302,2019-01-16 00:00:00,2019-01-21 00:00:00,2019-01-16 00:00:00,2019-01-21 00:00:00,2019-01-02 00:00:00,2019,2.0,2,2,201901,32,2018-12-26 00:00:00,2019-01-02 00:00:00,,2019-01-07 00:00:00,1900-01-01 19:23:00,2019-01-08 00:00:00,2019-01-10 00:00:00
4512949768,,PH,SG,Skin & Personal Care,SEA,MICP,SINGAPORE,20',ONE,CALICANTO BRIDGE,TCLU1965602,2019-01-16 00:00:00,2019-01-21 00:00:00,2019-01-16 00:00:00,2019-01-21 00:00:00,2019-01-02 00:00:00,2019,2.0,2,2,201901,32,2018-12-26 00:00:00,2019-01-02 00:00:00,,2019-01-08 00:00:00,1900-01-01 03:59:00,2019-01-08 00:00:00,2019-01-10 00:00:00
4512948148,4512948873,PH,MY,Fabric Care,SEA,MICP,PORT KLANG,40',WAN HAI,SINGAPORE,WHSU5316220,2019-01-11 00:00:00,2019-02-04 00:00:00,2019-01-23 00:00:00,2019-02-04 00:00:00,2018-12-19 00:00:00,2018,2.0,19,2,201812,18,2018-12-19 00:00:00,2018-12-19 00:00:00,,2018-12-28 00:00:00,1900-01-01 18:26:00,2018-12-29 00:00:00,2019-01-06 00:00:00
4512948153,4512940907,PH,MY,Fabric Care,SEA,MICP,PORT KLANG,40',WAN HAI,AS RAFAELA,WHSU5103348,2018-12-31 00:00:00,2019-01-17 00:00:00,2018-12-31 00:00:00,2019-01-21 00:00:00,2018-12-19 00:00:00,2018,2.0,19,2,201812,18,2018-12-19 00:00:00,2018-12-19 00:00:00,,2018-12-28 00:00:00,1900-01-01 18:48:00,2018-12-29 00:00:00,2018-12-30 00:00:00
4512948155,4512948675,PH,MY,Fabric Care,SEA,MICP,PORT KLANG,40',WAN HAI,AS RAFAELA,WHSU5468372,2018-12-31 00:00:00,2019-01-17 00:00:00,2018-12-31 00:00:00,2019-01-21 00:00:00,2018-12-19 00:00:00,2018,2.0,19,2,201812,18,2018-12-19 00:00:00,2018-12-19 00:00:00,,2018-12-29 00:00:00,1900-01-01 03:59:00,2018-12-29 00:00:00,2018-12-30 00:00:00
4512948157,4512948676,PH,MY,Fabric Care,SEA,MICP,PORT KLANG,20',WAN HAI,AS RAFAELA,WHSU2142382,2018-12-31 00:00:00,2019-01-16 00:00:00,2018-12-31 00:00:00,2019-01-21 00:00:00,2018-12-19 00:00:00,2018,2.0,19,2,201812,18,2018-12-19 00:00:00,2018-12-19 00:00:00,,2018-12-30 00:00:00,1900-01-01 17:16:00,2018-12-29 00:00:00,2018-12-30 00:00:00
4512966179,4512965606,PH,MY,Feminine Care,SEA,MICP,PORT KLANG,40',ONE,CALICANTO BRIDGE,TLLU5485620,2019-01-16 00:00:00,2019-01-27 00:00:00,2019-01-16 00:00:00,2019-01-27 00:00:00,2019-01-04 00:00:00,2019,4.0,4,4,201901,34,2018-12-26 00:00:00,2018-12-27 00:00:00,2019-01-04 00:00:00,2019-01-05 00:00:00,1900-01-01 15:28:00,2019-01-05 00:00:00,2019-01-09 00:00:00
4512966182,4512965607,PH,MY,Feminine Care,SEA,MICP,PORT KLANG,20',ONE,CALICANTO BRIDGE,FCIU5668055,2019-01-16 00:00:00,2019-01-27 00:00:00,2019-01-16 00:00:00,2019-01-27 00:00:00,2019-01-04 00:00:00,2019,4.0,4,4,201901,34,2018-12-26 00:00:00,2018-12-27 00:00:00,2019-01-04 00:00:00,2019-01-05 00:00:00,1900-01-01 16:18:00,2019-01-05 00:00:00,2019-01-09 00:00:00
4512955512,4512955513,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',ONE,GUAYAQUIL BRIDGE,NYKU5125653,2019-01-12 00:00:00,2019-01-17 00:00:00,2019-01-12 00:00:00,2019-01-17 00:00:00,2018-12-29 00:00:00,2018,5.0,29,5,201812,28,2018-12-28 00:00:00,2018-12-29 00:00:00,,2019-01-04 00:00:00,1900-01-01 00:21:00,2019-01-04 00:00:00,2019-01-04 00:00:00
4512955515,4512955516,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',ONE,GUAYAQUIL BRIDGE,TCLU9294434,2019-01-12 00:00:00,2019-01-17 00:00:00,2019-01-12 00:00:00,2019-01-17 00:00:00,2018-12-29 00:00:00,2018,5.0,29,5,201812,28,2018-12-28 00:00:00,2018-12-29 00:00:00,,2019-01-04 00:00:00,1900-01-01 03:15:00,2019-01-04 00:00:00,2019-01-05 00:00:00
4512955518,4512955516,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,20',ONE,GUAYAQUIL BRIDGE,FCIU5363924,2019-01-12 00:00:00,2019-01-17 00:00:00,2019-01-12 00:00:00,2019-01-17 00:00:00,2018-12-29 00:00:00,2018,5.0,29,5,201812,28,2018-12-28 00:00:00,2018-12-29 00:00:00,,2019-01-04 00:00:00,1900-01-01 02:31:00,2019-01-04 00:00:00,2019-01-04 00:00:00
4512982170,4512984626,PH,ID,Feminine Care,SEA,MICP,CIKARANG,20',ONE,ACX CRYSTAL,NYKU9817243,2019-01-22 00:00:00,2019-02-02 00:00:00,2019-01-22 00:00:00,2019-02-02 00:00:00,2019-01-03 00:00:00,2019,3.0,3,3,201901,33,2019-01-03 00:00:00,2019-01-03 00:00:00,,2019-01-14 00:00:00,1900-01-01 10:31:00,2019-01-14 00:00:00,2019-01-15 00:00:00
4512982162,4512968110,PH,MY,Feminine Care,SEA,MICP,PORT KLANG,20',ONE,CALICANTO BRIDGE,KKTU8235719,2019-01-16 00:00:00,2019-01-27 00:00:00,2019-01-16 00:00:00,2019-01-27 00:00:00,2019-01-02 00:00:00,2019,2.0,2,2,201901,32,2019-01-02 00:00:00,2019-01-02 00:00:00,,2019-01-05 00:00:00,1900-01-01 16:18:00,2019-01-05 00:00:00,2019-01-09 00:00:00
4512955068,4512954741,PH,ID,Feminine Care,SEA,MICP,CIKARANG,40',ONE,ACX CRYSTAL,NYKU4885688,2019-01-22 00:00:00,2019-02-02 00:00:00,2019-01-22 00:00:00,2019-02-02 00:00:00,2019-01-13 00:00:00,2019,6.0,13,6,201901,43,2018-12-26 00:00:00,2019-01-02 00:00:00,2019-01-13 00:00:00,2019-01-14 00:00:00,1900-01-01 09:10:00,2019-01-14 00:00:00,2019-01-15 00:00:00
4512955070,4512954530,PH,ID,Feminine Care,SEA,MICP,CIKARANG,20',ONE,ACX CRYSTAL,CXDU1522720,2019-01-22 00:00:00,2019-02-02 00:00:00,2019-01-22 00:00:00,2019-02-02 00:00:00,2019-01-13 00:00:00,2019,6.0,13,6,201901,43,2018-12-26 00:00:00,2019-01-02 00:00:00,2019-01-13 00:00:00,2019-01-14 00:00:00,1900-01-01 10:31:00,2019-01-14 00:00:00,2019-01-15 00:00:00
4512993665,4512994023,PH,VN,Feminine Care,SEA,MICP,HO CHI MINH,20',SCHENKER,HEUNG-A GREEN,TGBU2528029,2019-01-19 00:00:00,2019-01-21 00:00:00,2019-01-19 00:00:00,2019-01-21 00:00:00,2019-01-09 00:00:00,2019,2.0,9,2,201901,39,2019-01-04 00:00:00,2019-01-07 00:00:00,2019-01-09 00:00:00,2019-01-09 00:00:00,1900-01-01 21:25:00,2019-01-10 00:00:00,2019-01-12 00:00:00
4512862968,,PH,LK,Feminine Care,SEA,MICP,COLOMBO,40',COSCO,CALICANTO BRIDGE,CSNU4013768,2019-01-30 00:00:00,2019-02-07 00:00:00,2019-02-02 00:00:00,2019-02-21 00:00:00,2019-01-19 00:00:00,2019,5.0,19,5,201901,49,2019-01-03 00:00:00,2019-01-09 00:00:00,2019-01-19 00:00:00,2019-01-21 00:00:00,1900-01-01 10:15:00,2019-01-21 00:00:00,2019-01-22 00:00:00
4512863565,,PH,LK,Feminine Care,SEA,MICP,COLOMBO,20',COSCO,CALICANTO BRIDGE,SEGU3165997,2019-01-30 00:00:00,2019-02-07 00:00:00,2019-02-02 00:00:00,2019-02-21 00:00:00,2019-01-15 00:00:00,2019,1.0,15,1,201901,45,2019-01-03 00:00:00,2019-01-09 00:00:00,2019-01-15 00:00:00,2019-01-18 00:00:00,1900-01-01 19:26:00,2019-01-18 00:00:00,2019-01-21 00:00:00
4512863151,,PH,LK,Feminine Care,SEA,MICP,COLOMBO,40',COSCO,CALICANTO BRIDGE,CCLU5273186,2019-01-30 00:00:00,2019-02-07 00:00:00,2019-02-02 00:00:00,2019-02-21 00:00:00,2019-01-19 00:00:00,2019,5.0,19,5,201901,49,2019-01-03 00:00:00,2019-01-09 00:00:00,2019-01-19 00:00:00,2019-01-22 00:00:00,1900-01-01 17:22:00,2019-01-22 00:00:00,2019-01-24 00:00:00
4512993706,4512994089,PH,TH,Feminine Care,SEA,MICP,LAEM CHABANG,20',ONE,CALLAO BRIDGE,TRHU3335711,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-15 00:00:00,2019,1.0,15,1,201901,45,2019-01-08 00:00:00,2019-01-08 00:00:00,2019-01-15 00:00:00,2019-01-16 00:00:00,1900-01-01 09:18:00,2019-01-16 00:00:00,2019-01-17 00:00:00
4512992106,4512991875,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',ONE,CALLAO BRIDGE,TCNU5404335,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-08 00:00:00,2019,1.0,8,1,201901,38,2019-01-08 00:00:00,2019-01-08 00:00:00,,2019-01-11 00:00:00,1900-01-01 08:37:00,2019-01-11 00:00:00,2019-01-13 00:00:00
4512992109,4512992251,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',ONE,CALLAO BRIDGE,NYKU4850871,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-08 00:00:00,2019,1.0,8,1,201901,38,2019-01-08 00:00:00,2019-01-08 00:00:00,,2019-01-11 00:00:00,1900-01-01 11:08:00,2019-01-11 00:00:00,2019-01-13 00:00:00
4512992111,4512992112,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,40',ONE,CALLAO BRIDGE,MOTU0062573,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-08 00:00:00,2019,1.0,8,1,201901,38,2019-01-08 00:00:00,2019-01-08 00:00:00,,2019-01-12 00:00:00,1900-01-01 16:52:00,2019-01-12 00:00:00,2019-01-15 00:00:00
4512992114,4512991589,PH,TH,Fabric Care,SEA,MICP,LAEM CHABANG,20',ONE,CALLAO BRIDGE,CAIU3691422,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-08 00:00:00,2019,1.0,8,1,201901,38,2019-01-08 00:00:00,2019-01-08 00:00:00,,2019-01-12 00:00:00,1900-01-01 18:46:00,2019-01-12 00:00:00,2019-01-15 00:00:00
4512915039,4512994865,PH,TH,Skin & Personal Care,SEA,MICP,LAEM CHABANG,20',ONE,GUAYAQUIL BRIDGE,NYKU3915176,2019-01-28 00:00:00,2019-02-01 00:00:00,2019-01-31 00:00:00,2019-02-07 00:00:00,2019-01-23 00:00:00,2019,2.0,23,2,201901,53,2019-01-08 00:00:00,2019-01-08 00:00:00,2019-01-23 00:00:00,2019-01-24 00:00:00,1900-01-01 04:59:00,2019-01-24 00:00:00,2019-01-26 00:00:00
4512952609,4512953435,PH,TH,Skin & Personal Care,SEA,MICP,LAEM CHABANG,20',ONE,CALLAO BRIDGE,TEMU0612378,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-18 00:00:00,2019-01-23 00:00:00,2019-01-11 00:00:00,2019,4.0,11,4,201901,41,2019-01-08 00:00:00,2019-01-08 00:00:00,2019-01-11 00:00:00,2019-01-12 00:00:00,1900-01-01 03:25:00,2019-01-12 00:00:00,2019-01-13 00:00:00
4513000420,4513000421,PH,AU,Feminine Care,SEA,MICP,SYDNEY,20',ONE,ACX CRYSTAL,TRHU1954023,2019-02-08 00:00:00,2019-03-04 00:00:00,2019-02-08 00:00:00,2019-03-04 00:00:00,2019-01-29 00:00:00,2019,1.0,29,1,201901,59,2019-01-08 00:00:00,2019-01-24 00:00:00,2019-01-29 00:00:00,2019-01-30 00:00:00,1900-01-01 07:12:00,2019-01-30 00:00:00,2019-01-31 00:00:00
4513000453,4513000111,PH,SG,Feminine Care,SEA,MICP,SINGAPORE,20',ONE,ACX CRYSTAL,TCKU2474268,2019-01-22 00:00:00,2019-01-27 00:00:00,2019-01-22 00:00:00,2019-01-27 00:00:00,2019-01-16 00:00:00,2019,2.0,16,2,201901,46,2019-01-08 00:00:00,2019-01-09 00:00:00,2019-01-16 00:00:00,2019-01-16 00:00:00,1900-01-01 22:31:00,2019-01-16 00:00:00,2019-01-17 00:00:00
4513003097,4513001998,PH,TH,Skin & Personal Care,SEA,MICP,LAEM CHABANG,40',ONE,GUAYAQUIL BRIDGE,ONEU0019804,2019-01-31 00:00:00,2019-02-07 00:00:00,2019-01-31 00:00:00,2019-02-07 00:00:00,2019-01-09 00:00:00,2019,2.0,9,2,201901,39,2019-01-09 00:00:00,2019-01-09 00:00:00,,2019-01-22 00:00:00,1900-01-01 00:48:00,2019-01-22 00:00:00,2019-01-24 00:00:00
